DateTime,AddedIPs,RemovedIPs
1554609398,5,3
1554610093,9,10
1554610820,4,5
1554611535,5,1
1554612254,3,6
1554613093,5,2
1554613937,4,3
1554614655,0,2
1554615375,5,3
1554616089,7,2
1554616818,3,4
1554617532,7,4
1554618252,7,2
1554618971,6,4
1554619691,4,5
1554620447,6,8
1554621135,2,3
1554621853,5,1
1554622570,5,1
1554623292,5,4
1554624035,3,5
1554624735,5,3
1554625449,11,5
1554626177,8,3
1554626893,2,8
1554627618,4,3
1554628334,6,6
1554629053,5,10
1554629768,5,4
1554630492,1,1
1554631222,3,4
1554631942,2,5
1554632668,5,6
1554633371,8,8
1554634091,8,0
1554634828,4,9
1554635535,4,0
1554636253,5,6
1554636969,2,7
1554637708,1,2
1554638417,3,0
1554639131,4,8
1554639851,5,10
1554640577,2,6
1554641291,5,0
1554642015,4,6
1554642734,10,10
1554643457,4,5
1554644172,5,0
1554644888,6,1
1554645621,6,3
1554646333,5,6
1554647057,4,7
1554647769,4,4
1554648496,5,3
1554649230,7,5
1554649950,4,9
1554650656,7,5
1554651376,1,6
1554652094,6,3
1554652829,3,0
1554653534,9,0
1554654249,2,3
1554654976,4,8
1554655689,5,0
1554656419,10,7
1554657133,4,0
1554657855,5,9
1554658572,3,0
1554659301,7,2
1554660025,5,6
1554660741,7,6
1554661451,6,6
1554662171,6,9
1554662892,2,4
1554663612,4,3
1554664337,10,7
1554665049,6,3
1554665772,6,8
1554666505,6,4
1554667218,10,6
1554668181,5,3
1554668887,4,4
1554669618,2,5
1554670328,8,8
1554671056,5,6
1554671769,3,5
1554672495,8,8
1554673212,3,13
1554673937,12,3
1554674920,2,9
1554675625,5,0
1554676357,3,16
1554677070,1,0
1554677792,3,6
1554678510,4,0
1554679236,5,11
1554679934,2,0
1554680664,12,2
1554681366,2,8
1554682102,9,10
1554682806,6,0
1554683538,6,11
1554684250,5,5
1554684989,6,0
1554685708,3,6
1554686427,8,7
1554687151,11,10
1554687875,4,11
1554688585,15,4
1554689316,7,12
1554690025,6,8
1554690758,3,3
1554691471,12,11
1554692191,5,5
1554692911,10,0
1554693638,7,8
1554694586,12,11
1554695567,3,4
1554696528,9,12
1554697226,10,5
1554697954,4,3
1554698668,2,3
1554699393,5,0
1554700239,3,4
1554701069,5,9
1554701771,7,0
1554702498,3,8
1554703230,2,3
1554703934,7,4
1554704660,4,6
1554705633,9,6
1554706366,11,1
1554707078,4,0
1554707789,2,4
1554708514,5,8
1554709228,6,6
1554709955,7,2
1554710669,0,5
1554711398,9,4
1554712105,3,5
1554712834,6,3
1554713549,5,3
1554714737,7,9
1554715451,7,0
1554716179,3,9
1554716908,6,1
1554717640,2,3
1554718331,11,0
1554719075,7,11
1554719791,6,4
1554720516,6,6
1554721236,6,1
1554721955,4,5
1554722671,4,5
1554723388,2,6
1554724114,6,3
1554725082,16,2
1554725802,7,7
1554726510,2,5
1554727230,6,7
1554727974,5,7
1554728651,1,4
1554729374,2,2
1554730091,3,4
1554730817,3,8
1554731532,9,2
1554732262,4,3
1554733232,6,7
1554733936,5,5
1554734661,3,7
1554735372,7,4
1554736348,4,7
1554737049,8,11
1554737769,6,2
1554738495,4,7
1554739217,2,8
1554739933,6,7
1554740670,13,12
1554741373,2,0
1554742095,12,9
1554742833,9,3
1554743538,1,5
1554744251,9,0
1554744976,5,12
1554745691,10,0
1554746436,5,18
1554747857,10,10
1554748572,0,7
1554749301,11,2
1554750027,4,6
1554750741,10,8
1554751450,8,2
1554752185,10,8
1554752893,5,0
1554753639,5,12
1554754335,5,0
1554755054,6,6
1554755768,6,5
1554756493,7,6
1554757469,3,10
1554758930,5,14
1554759608,11,0
1554760345,9,12
1554761050,4,0
1554761776,8,10
1554762491,3,7
1554763217,5,3
1554764933,13,17
1554765627,4,0
1554766355,9,8
1554767071,7,4
1554767788,10,5
1554768513,8,7
1554769233,7,4
1554769954,10,5
1554770673,3,4
1554771385,10,0
1554772115,6,10
1554772827,3,0
1554773558,16,21
1554774278,12,14
1554774973,9,0
1554775691,12,14
1554776420,5,12
1554777133,4,6
1554777852,10,5
1554778566,9,6
1554779298,5,10
1554780007,6,7
1554780740,5,6
1554781449,7,10
1554782176,6,10
1554782892,3,0
1554783614,10,6
1554784338,3,5
1554785053,3,5
1554785770,6,3
1554786515,0,1
1554787225,3,5
